#{"t_start": 1731479336.5769415, "env_id": "None"}
r,l,t11147.963854,79,4.2790811168.402512,82,3.4411311078.111611,79,3.99525691117.000197,50,4.3882071-456.802741,81,6.281210141-61.762151,68,5.261013121167.582869,76,5.627739
.564645,68,7.04721


