#{"t_start": 1730359516.6691868, "env_id": "None"}
r,l,t1811.200907,80,2.0693031--174.145625,81,2.417966-31084.363016,65,2.8719651687.060631,82,3.44676515147.680819,59,3.869447511030.876372,73,4.37301076187.203302,69,4.8604126-177.263762,102,5.956205
1099.622626,50,127.2731233.445127,74,125.659668
1236.132003,82,126.124394
