#{"t_start": 1731479687.9939487, "env_id": "None"}
r,l,t11106.383922,81,3.1492641930.281121,76,4.541151011286.879374,60,4.98208126946.307158,76,4.03943811791.327228,77,4.57473111-354.454064,82,5.145234844.914074,77,6.791255
6
